Artikelnr	Schlüssel	Preis	AZ	Strom	Gewicht(kg)	Photowert
8486	MG_VSCIS_LEDHA_NL1040_SX_1.2	187	0	0	0.267	
7738	MG_VSCIS_LIHA_NL260_SX_1.1	20	0	0	0.018	
7737	MG_VSCIS_LIHA_NL520_SX_1.1	30	0	0	0.033	
7736	MG_VSCIS_LIHA_NL780_SX_1.1	40	0	0	0.047	
7710	MG_VSCIS_LIHA_NL1040_SX_1.1	50	0	0	0.061	
7741	MG_VSCIS_LIJU_NL260_SX_1.1	40	0	0	0.088	
7740	MG_VSCIS_LIJU_NL520_SX_1.1	60	0	0	0.155	
7739	MG_VSCIS_LIJU_NL780_SX_1.1	80	0	0	0.222	
7711	MG_VSCIS_LIJU_NL1040_SX_1.1	100	0	0	0.289	
7745	MG_VSCIS_SEHA_NL260_SX_1.1	105	0	0	0.201	
7744	MG_VSCIS_SEHA_NL520_SX_1.1	155	0	0	0.354	
7743	MG_VSCIS_SEHA_NL780_SX_1.1	205	0	0	0.505	
7712	MG_VSCIS_SEHA_NL1040_SX_1.1	215	0	0	0.664	
7748	MG_VSCIS_LISCHO_NL260_SX_1.1	20	0	0	0.116	
7747	MG_VSCIS_LISCHO_NL520_SX_1.1	30	0	0	0.204	
7746	MG_VSCIS_LISCHO_NL780_SX_1.1	40	0	0	0.293	
7713	MG_VSCIS_LISCHO_NL1040_SX_1.1	50	0	0	0.382	
7859	MG_VSCIS_SPITRÄ_NL260_SX_1.0	165	0	0	0.027	
7858	MG_VSCIS_SPITRÄ_NL520_SX_1.0	185	0	0	0.048	
7857	MG_VSCIS_SPITRÄ_NL780_SX_1.0	205	0	0	0.069	
7714	MG_VSCIS_SPITRÄ_NL1040_SX_1.0	225	0	0	0.09	
7862	MG_VSCIS_ALEDHAC_NL260_SX_1.0	9	0	0	0.012	
7861	MG_VSCIS_ALEDHAC_NL520_SX_1.0	9	0	0	0.026	
7860	MG_VSCIS_ALEDHAC_NL780_SX_1.0	9	0	0	0.04	
7715	MG_VSCIS_ALEDHAC_NL1040_SX_1.0	9	0	0	0.054	
7877	MG_VSCIS_LEDHACD_NL260_SX_1.0	52	0	0	0.074	
7876	MG_VSCIS_LEDHACD_NL520_SX_1.0	52	0	0	0.134	
7875	MG_VSCIS_LEDHACD_NL780_SX_1.0	52	0	0	0.195	
7854	MG_VSCIS_LEDHACD_NL1040_SX_1.0	52	0	0	0.255	
7880	MG_VSCIS_LISCHOD_NL260_SX_1.0	20	0	0	0.009	
7034	MG_VSCIS_LISCHOD_NL520_SX_1.0	30	0	0	0.315	
7878	MG_VSCIS_LISCHOD_NL780_SX_1.0	40	0	0	0.023	
7855	MG_VSCIS_LISCHOD_NL1040_SX_1.0	50	0	0	0.03	
7883	MG_VSCIS_LISCHOC_NL260_SX_1.0	20	0	0	0.024	
7882	MG_VSCIS_LISCHOC_NL520_SX_1.0	20	0	0	0.045	
7881	MG_VSCIS_LISCHOC_NL780_SX_1.0	25	0	0	0.065	
7856	MG_VSCIS_LISCHOC_NL1040_SX_1.0	15	0	0	0.086	
7919	MG_VSCIS_DECK_NL260_SX_1.0	26	0	0	0.06	
8009	MG_VSCIS_DECK_NL390_SX_1.0	28	0	0	0.08	
7918	MG_VSCIS_DECK_NL520_SX_1.0	33	0	0	0.1	
7923	MG_VSCIS_DECK_NL650_SX_1.0	39	0	0	0.06	
7917	MG_VSCIS_DECK_NL780_SX_1.0	44	0	0	0.15	
7922	MG_VSCIS_DECK_NL910_SX_1.0	49	0	0	0.24	
7916	MG_VSCIS_DECK_NL1040_SX_1.0	55	0	0	0.33	
7850	MG_VSCIS_DECKC_NL1040_SX_1.0	84	0	0	0.507	
7863	MG_VSCIS_DECKC_NL780_SX_1.0	84	0	0	0.397	
7864	MG_VSCIS_DECKC_NL520_SX_1.0	84	0	0	0.287	
7865	MG_VSCIS_DECKC_NL260_SX_1.0	84	0	0	0.177	
7851	MG_VSCIS_FENSC_NL1040_ES_1.0	25	0	0	0.14	
7866	MG_VSCIS_FENSC_NL780_ES_1.0	25	0	0	0.107	
7867	MG_VSCIS_FENSC_NL520_ES_1.0	25	0	0	0.075	
7868	MG_VSCIS_FENSC_NL260_ES_1.0	25	0	0	0.042	
7852	MG_VSCIS_LILEI_NL1040_U_1.0	13	0	0	0.091	
7869	MG_VSCIS_LILEI_NL780_U_1.0	13	0	0	0.069	
7870	MG_VSCIS_LILEI_NL520_U_1.0	13	0	0	0.047	
7871	MG_VSCIS_LILEI_NL260_U_1.0	13	0	0	0.024	
7853	MG_VSCIS_UMSPI_NL1040_U_1.0	10	0	0	0.023	
7872	MG_VSCIS_UMSPI_NL780_U_1.0	10	0	0	0.017	
7873	MG_VSCIS_UMSPI_NL520_U_1.0	10	0	0	0.012	
7874	MG_VSCIS_UMSPI_NL260_U_1.0	10	0	0	0.006	
7921	MG_VSCIS_FENS_NL780_U_1.0	25	0	0	0.11	
7920	MG_VSCIS_FENS_NL7920_U_1.0	25	0	0	0.14	
8088	MG_VSCIS_VSP_STD_SX_1.1	31.5	0	0	0.042	
7992	MG_LND_KURO_NL260_U_1.0	38	0	0	0.036	
7991	MG_LND_KURO_NL520_U_1.0	42	0	0	0.056	
7990	MG_LND_KURO_NL780_U_1.0	48.5	0	0	0.076	
7503	MG_LND_KURO_NL1040_U_1.0	58.5	0	0	0.096	
8684	MG_LND_KURO_NL1300_U_1.0	60	0	0	0.116	
8685	MG_LND_KURO_NL1560_U_1.0	65	0	0	0.136	
7995	MG_LND_LILEI_NL260_U_1.0	163	0	0	0.012	
7994	MG_LND_LILEI_NL520_U_1.0	176	0	0	0.021	
7993	MG_LND_LILEI_NL780_U_1.0	192	0	0	0.031	
7463	MG_LND_LILEI_NL1040_U_1.0	225	0	0	0.04	
8686	MG_LND_LILEI_NL1300_U_1.0	258	0	0	0.049	
8687	MG_LND_LILEI_NL1560_U_1.0	291	0	0	0.058	
8238	MG_VTCIS_GEH_NL260_SX_2.0	222	0	0	0.811	
8237	MG_VTCIS_GEH_NL520_SX_2.0	222	0	0	1.445	
8236	MG_VTCIS_GEH_NL780_SX_2.0	222	0	0	2.079	
8229	MG_VTCIS_GEH_NL1040_SX_2.0	177	0	0	2.713	
8535	MG_VTCIS_GEH_NL260_SX_3.0	222	0	0	0.771	
9379	MG_VTCIS_GEH_NL260_SX_3.1	91.2	0	0	0.771	
8534	MG_VTCIS_GEH_NL520_SX_3.0	222	0	0	1.335	
8533	MG_VTCIS_GEH_NL780_SX_3.0	222	0	0	1.899	
8501	MG_VTCIS_GEH_NL1040_SX_3.0	177	0	0	2.463	
8666	MG_VTCIS_GEH_NL1300_SX_3.0	200	0	0	3.027	
8667	MG_VTCIS_GEH_NL1560_SX_3.0	225	0	0	3.591	
8244	MG_VTCIS_LEDHA_NL260_SX_2.0	96.5	0	0	0.341	
8243	MG_VTCIS_LEDHA_NL520_SX_2.0	96.5	0	0	0.6	
8239	MG_VTCIS_LEDHA_NL780_SX_2.0	96.5	0	0	0.859	
8230	MG_VTCIS_LEDHA_NL1040_SX_2.0	89	0	0	1.118	
8511	MG_VTCIS_LEDHA_NL260_SX_3.0	96.5	0	0	0.331	
8510	MG_VTCIS_LEDHA_NL520_SX_3.0	96.5	0	0	0.591	
8509	MG_VTCIS_LEDHA_NL780_SX_3.0	96.5	0	0	0.851	
8499	MG_VTCIS_LEDHA_NL1040_SX_3.0	89	0	0	1.111	
8668	MG_VTCIS_LEDHA_NL1300_SX_3.0	100	0	0	1.371	
8669	MG_VTCIS_LEDHA_NL1560_SX_3.0	110	0	0	1.631	
8859	MG_VTCIS_LWI_STD_SX_3.0	10	0	0	0.039	
8072	MG_VTCIS_LILEIC_NL260_U_1.0	163	0	0	0.056	
8071	MG_VTCIS_LILEIC_NL520_U_1.0	176	0	0	0.107	
8070	MG_VTCIS_LILEIC_NL780_U_1.0	192	0	0	0.157	
8069	MG_VTCIS_LILEIC_NL1040_U_1.0	225	0	0	0.208	
8569	MG_VTCIS_LILEIC_NL260_SX_3.0	163	0	0	0.042	
8568	MG_VTCIS_LILEIC_NL520_SX_3.0	176	0	0	0.079	
8567	MG_VTCIS_LILEIC_NL780_SX_3.0	192	0	0	0.116	
8566	MG_VTCIS_LILEIC_NL1040_U_3.0	225	0	0	0.153	
7999	MG_VTCIS_HALILEI_NL260_SX_1.0	14	0	0	0.012	
7998	MG_VTCIS_HALILEI_NL520_SX_1.0	14	0	0	0.024	
7997	MG_VTCIS_HALILEI_NL780_SX_1.0	14	0	0	0.036	
8047	MG_VTCIS_HALILEI_NL1040_SX_1.0	10	0	0	0.048	
7999	MG_VTCIS_HALILEI_NL260_SX_1.0	14	0	0	0.012	
7998	MG_VTCIS_HALILEI_NL520_SX_1.0	14	0	0	0.024	
7997	MG_VTCIS_HALILEI_NL780_SX_1.0	14	0	0	0.036	
8047	MG_VTCIS_HALILEI_NL1040_SX_1.0	10	0	0	0.048	
8670	MG_VTCIS_HALILEI_NL1300_SX_1.0	15	0	0	0.06	
8671	MG_VTCIS_HALILEI_NL1560_SX_1.0	18	0	0	0.072	
7977	MG_VTCIS_LIHA_NL260_SX_1.0	25	0	0	0.06	
7976	MG_VTCIS_LIHA_NL520_SX_1.0	25	0	0	0.109	
7975	MG_VTCIS_LIHA_NL780_SX_1.0	25	0	0	0.158	
7957	MG_VTCIS_LIHA_NL1040_SX_1.0	18	0	0	0.207	
8528	MG_VTCIS_LIHA_NL260_SX_3.0	25	0	0	0.031	
8527	MG_VTCIS_LIHA_NL520_SX_3.0	25	0	0	0.059	
8526	MG_VTCIS_LIHA_NL780_SX_3.0	25	0	0	0.087	
8505	MG_VTCIS_LIHA_NL1040_SX_3.0	18	0	0	0.115	
8672	MG_VTCIS_LIHA_NL1300_SX_3.0	23	0	0	0.143	
8673	MG_VTCIS_LIHA_NL1560_SX_3.0	28	0	0	0.171	
8522	MG_VTCIS_LIJU_NL260_SX_3.0	35	0	0	0.071	
8521	MG_VTCIS_LIJU_NL520_SX_3.0	35	0	0	0.139	
8520	MG_VTCIS_LIJU_NL780_SX_3.0	35	0	0	0.207	
8504	MG_VTCIS_LIJU_NL1040_SX_3.0	28	0	0	0.275	
8674	MG_VTCIS_LIJU_NL1300_SX_3.0	33	0	0	0.343	
8675	MG_VTCIS_LIJU_NL1560_SX_3.0	38	0	0	0.411	
7980	MG_VTCIS_STASCHU_NL260_SX_1.0	25	0	0	0.029	
7979	MG_VTCIS_STASCHU_NL520_SX_1.0	25	0	0	0.051	
7978	MG_VTCIS_STASCHU_NL780_SX_1.0	25	0	0	0.073	
7958	MG_VTCIS_STASCHU_NL1040_SX_1.0	18	0	0	0.095	
8519	MG_VTCIS_STASCHU_NL260_SX_3.0	25	0	0	0.034	
8518	MG_VTCIS_STASCHU_NL520_SX_3.0	25	0	0	0.066	
8517	MG_VTCIS_STASCHU_NL780_SX_3.0	25	0	0	0.098	
8503	MG_VTCIS_STASCHU_NL1040_SX_3.0	18	0	0	0.13	
8676	MG_VTCIS_STASCHU_NL1300_SX_3.0	23	0	0	0.162	
8677	MG_VTCIS_STASCHU_NL1560_SX_3.0	28	0	0	0.194	
8241	MG_VTCIS_SEHA_NL260_SX_2.0	73	0	0	0.203	
8240	MG_VTCIS_SEHA_NL520_SX_2.0	73	0	0	0.337	
8242	MG_VTCIS_SEHA_NL780_SX_2.0	73	0	0	0.471	
8232	MG_VTCIS_SEHA_NL1040_SX_2.0	66	0	0	0.605	
8532	MG_VTCIS_SEHA_NL260_SX_3.0	50	0	0	0.301	
8531	MG_VTCIS_SEHA_NL520_SX_3.0	55	0	0	0.533	
8530	MG_VTCIS_SEHA_NL780_SX_3.0	60	0	0	0.765	
8500	MG_VTCIS_SEHA_NL1040_SX_3.0	65	0	0	0.997	
8678	MG_VTCIS_SEHA_NL1300_SX_3.0	70	0	0	1.229	
8679	MG_VTCIS_SEHA_NL1560_SX_3.0	75	0	0	1.461	
8247	MG_VTCIS_SEHADE_NL260_SX_2.0	99	0	0	0.267	
8246	MG_VTCIS_SEHADE_NL520_SX_2.0	130	0	0	0.535	
8245	MG_VTCIS_SEHADE_NL780_SX_2.0	145	0	0	0.803	
8233	MG_VTCIS_SEHADE_NL1040_SX_2.0	150	0	0	1.071	
8539	MG_VTCIS_DECK_NL260_SX_3.0	99	0	0	0.373	
8538	MG_VTCIS_DECK_NL520_SX_3.0	130	0	0	0.639	
8537	MG_VTCIS_DECK_NL780_SX_3.0	145	0	0	0.905	
8502	MG_VTCIS_DECK_NL1040_SX_3.0	150	0	0	1.171	
8680	MG_VTCIS_DECK_NL1300_SX_3.0	155	0	0	1.437	
8681	MG_VTCIS_DECK_NL1560_SX_3.0	160	0	0	1.703	
8565	MG_VTCIS_SPITR�_NL260_SX_3.0	120	0	0	0.037	
8564	MG_VTCIS_SPITR�_NL520_SX_3.0	120	0	0	0.067	
8563	MG_VTCIS_SPITR�_NL780_SX_3.0	120	0	0	0.097	
8562	MG_VTCIS_SPITR�_NL1040_SX_3.0	100	0	0	0.127	
8058	MG_VTCIS_LILEIHC_NL260_SX_1.0		0	0	0.029	
8057	MG_VTCIS_LILEIHC_NL520_SX_1.0		0	0	0.052	
8056	MG_VTCIS_LILEIHC_NL780_SX_1.0		0	0	0.075	
8055	MG_VTCIS_LILEIHC_NL1040_SX_1.0		0	0	0.098	
8267	MG_VTCIS_LEDHAC_NL260_SX_2.0	100.5	0	0	0.181	
8266	MG_VTCIS_LEDHAC_NL520_SX_2.0	100.5	0	0	0.319	
8265	MG_VTCIS_LEDHAC_NL780_SX_2.0	100.5	0	0	0.457	
8264	MG_VTCIS_LEDHAC_NL1040_SX_2.0	93	0	0	0.595	
8556	MG_VTCIS_LEDHAC_NL260_SX_3.0	100.5	0	0	0.313	
8555	MG_VTCIS_LEDHC_NL520_SX_3.0	100.5	5	0	0.559	
8554	MG_VTCIS_LEDHC_NL780_SX_3.0	100.5	5	0	0.805	
8553	MG_VTCIS_LEDHC_NL1040_SX_3.0	93	0	0	1.051	
8066	MG_VTCIS_LIHAC_NL260_SX_1.0	140	0	0	0.094	
8065	MG_VTCIS_LIHAC_NL520_SX_1.0	140	0	0	0.178	
8064	MG_VTCIS_LIHAC_NL780_SX_1.0	140	0	0	0.262	
8063	MG_VTCIS_LIHAC_NL1040_SX_1.0	125	0	0	0.346	
7883	MG_VSCIS_LISCHOC_NL260_SX_1.0	20	0	0	0.009	
7882	MG_VSCIS_LISCHOC_NL520_SX_1.0	20	0	0	0.016	
7881	MG_VSCIS_LISCHOC_NL780_SX_1.0	25	0	0	0.023	
7856	MG_VSCIS_LISCHOC_NL1040_SX_1.0	15	0	0	0.03	
7961	MG_VTCIS_VSPSEKA_STD_SX_1.0	3	1	0	0.002	
8507	MG_VTCIS_VSPLIHA_STD_SX_3.0	3	1	0	0.002	
8231	MG_VTCIS_VSP_STD_SX_2.0	29	0	0	0.143	
8508	MG_VTCIS_VSP_STD_SX_3.0	29	0	0	0.131	
8250	MG_VTCIS_DECK_NL260_SX_2.0	58	0	0	0.214	
8249	MG_VTCIS_DECK_NL520_SX_2.0	50	0	0	0.365	
8248	MG_VTCIS_DECK_NL780_SX_2.0	88	0	0	0.516	
8234	MG_VTCIS_DECK_NL1040_SX_2.0	70	0	0	0.667	
8542	MG_VTCIS_EDECK_NL260_SX_3.0	60	0	0	0.138	
8541	MG_VTCIS_EDECK_NL520_SX_3.0	65	0	0	0.251	
8540	MG_VTCIS_EDECK_NL780_SX_3.0	70	0	0	0.364	
8506	MG_VTCIS_EDECK_NL1040_SX_3.0	75	0	0	0.477	
8682	MG_VTCIS_EDECK_NL1300_SX_3.0	80	0	0	0.59	
8683	MG_VTCIS_EDECK_NL1560_SX_3.0	85	0	0	0.703	
8268	MG_VTCIS_VSP1C_STD_SX_2.0	29	0	0	0.143	
8269	MG_VTCIS_VSP2C_STD_SX_2.0	29	0	0	0.143	
8557	MG_VTCIS_VSPC_STD_SX_3.0	29	0	0	0.142	
8273	MG_VTCIS_DECKC_NL260_SX_2.0	58	0	0	0.321	
8272	MG_VTCIS_DECKC_NL520_SX_2.0	50	0	0	0.525	
8271	MG_VTCIS_DECKC_NL780_SX_2.0	88	0	0	0.729	
8270	MG_VTCIS_DECKC_NL1040_SX_2.0	70	0	0	0.933	
8561	MG_VTCIS_DECKC_NL260_SX_3.0	99	0	0	0.401	
8560	MG_VTCIS_DECKC_NL520_SX_3.0	130	0	0	0.689	
8559	MG_VTCIS_DECKC_NL780_SX_3.0	145	0	0	0.977	
8558	MG_VTCIS_DECKC_NL1040_SX_3.0	150	0	0	1.265	
8481	MG_VTCIS_KUROSCH_STD_PC_1.0	9	0	0	0.122	
7038	MG_VRCIS_EGEH_NL1040_SX_1.2	98.96	0	0	0.588	
7040	MG_VRCIS_EGEH_NL780_SX_1.2	76	0	0	0.445	
7034	MG_VRCIS_EGEH_NL520_SX_1.2	58	0	0	0.302	
6976	MG_VRCIS_EGEH_NL260_SX_1.2	97	0	0	0.172	
8625	MG_VSCIS_EGEHOL�_NL1040_SX_1.0	90	0	0	0.588	
8626	MG_VSCIS_EGEHOL�_NL780_SX_1.0	75	0	0	0.445	
8627	MG_VSCIS_EGEHOL�_NL520_SX_1.0	55	0	0	0.302	
7317	MG_VRCIS_EGEHOL_NL260_SX_1.0	50	0	0	0.172	
6917	MG_VRCIS_LUSCHO_STD_SX_1.0	9.5	0	0	0.011	
4049	MK_KASCHE_04	0.12	0	0	0	
4047	MK_DRULUAN_M5_G	2.32	0	0	0	
4988	MK_ESCHRAUV_G_1/4	1.92	0	0	0	
4419	ME_L�_AXIAL_40x40_24V	11.5	0	0	0.013	
6886	ME_SCHUGIL�_40x40	0.6	0	0	0.012	
5890	ME_L�_RADIAL_51x51_24V	20.7	0	0	0	
3203	MM_GEEI_M5_VZ_CR	0.43	0	0	0	
3153	MM_IA_UNC4-40_03.8_CL_VZ	1	0	0	0	
3204	MM_IA_UNC4-40_03.3_VZ	1.54	0	0	0	
5576	MM_GEEI_M4_VZ_CR	0.4	0	0	0	
4228	MM_MOW�_2M3_10x10x10	0.39	0	0	0.002	
3481	MF_GEBU_15_SX_1.0	6	0	0	0.001	
8629	MF_KK_240x50x25_SX	8.3	0	0	0	
4420	MF_KK_100x61.5x9.5_SX	17.4	0	0	0	
4421	MF_ABDECKLAICK	4.1	0	0	0	
8149	MF_FLUKU_200_1.0	35	0	0	0	
4989	MF_FLUKU_400_1.0	55	0	0	0	
5275	MF_FLUKU_600_1.0	87	0	0	0	
8151	MF_FLUKU_800_1.0	110	0	0	0	
8150	MF_ZWIPLAFK_200_1.0	21	0	0	0	
4991	MF_ZWIPLAFK_400_1.0	21	0	0	0	
5274	MF_ZWIPLAFK_600_1.0	29	0	0	0	
8152	MF_ZWIPLAFK_800_1.0	36	0	0	0	
5819	O_TC48	0.36	0	0	0	0.0075
7427	O_TC48_09AG	0.38	0	0	0	0.0075
2893	O_TC54	0.29	0	0	0	0.006
7429	O_TC54_09AG	0.27	0	0	0	0.006
5238	X_ABDECKFLANSCH_25	0.67	0	0	0.006	
4802	X_09_STAUBSCHUKAP_SUBD	0.25	0	0	0	
5125	X_26_STAUBSCHUKAP_CL	0.32	0	0	0	
8751	X_15_STAUBSCHUTZKAP_SUBD_M	0.62	0	0	0	
8752	X_25_STAUBSCHUTZKAP_SUBD_M	1.25	0	0	0	
8753	X_25_STAUBSCHUTZKAP_SUBD_F	1.25	0	0	0	
3566	X_Tempindi_4x12	0.64	0	0	0	
3565	X_TEMPINDI_12x32x93°	0.82	0	0	0	
5799	X_SHOCKWATCH_75G_Clip	2.98	0	0	0	
5798	X_SHOCKWATCH_50G_Clip	2.98	0	0	0	
5803	X_SHOCKWATCH_37G_Label	2.98	0	0	0	
5800	X_Shockwatch_37G_Clip	2.98	0	0	0	
7268	X_W�rmeleitkleber_WLK_5g	11.86	0	0	0.005	
6185	X_W�rmeleitkleber_WLK_10g	28.9	0	0	0.01	
7707	X_W�rmeleitkleber_WLK_30g	34.01	0	0	0.03	
8280	X_GAZE_60mesh_VSCIS	0.05	0	0	0.001	
2779	HZ_RD_015_GL_U	0.0003	0	0	0.003	
4555	HZ_RD_015_GL_U_GEK_260	4.19	0	0	0.1	
8624	HZ_RD_015_GL_SGS	0.03	0	0	0	
7323	WKS_VRCIS_VP_0260	29.62	0.5	0	0.04	
7324	WKS_VRCIS_VP_0390/0520	54.58	0.5	0	0.055	
7325	WKS_VRCIS_VP_0585/0650/0780	85.69	0.5	0	0.095	
7326	WKS_VRCIS_VP_0910/1040	122.79	0.5	0	0.162	
6101	WKS_MXLED_0260_0600	19.77	0.5	0	0.075	
5989	WKS_MXLED_0650_1040	35.27	0.5	0	0.156	
5919	WKS_MXLED_1300_1560	65.61	0.5	0	0.225	
5640	WKS_MXLED_1820_2080	99	0.5	0	0.3	
8143	WKS_MXLED_2340_2600	135	0.5	0	0.375	
8144	WKS_MXLED_2860_3120	166	0.5	0	0.45	
8145	WKS_MXLED_3380_3640	195	0.5	0	0.525	
8147	WKS_MXLED_3900_4160	233	0.5	0	0.6	
4356	WKS_MXCIS_520_H	25.69	0.7	0	0.15	
5837	WKS_MXCIS_520_H_LICHT	30.67	0.7	0	0.15	
-112	WKS_MXCIS_520_H_AMC	30	0.7	0	0.15	
6967	WKS_MXCIS_520_H_LICHT_Z	28.4	0.7	0	0.15	
6970	WKS_MXCIS_520_H_Z	25.39	0.7	0	0.15	
4355	WKS_MXCIS_520_L	17.69	0.7	0	0.15	
5836	WKS_MXCIS_520_L_LICHT	27.67	0.7	0	0.15	
6277	WKS_MXCIS_520_L_AMC	26	0.7	7	0.15	
6968	WKS_MXCIS_520_L_LICHT_Z	28.4	0.7	0	0.15	
6969	WKS_MXCIS_520_L_Z	17.39	0.7	0	0.15	
5826	WKS_MXCIS_ARS0.5-1-LICHT	23.55	0.7	0	0.15	
4528	WKS_MXCIS_ARS0.5-1	18.5	0.7	0	0.15	
6278	WKS_MXCIS_ARS0.5-1_AMC	24.7	0.7	0	0.15	
6172	WK1_02_0.14_400_P122.2	0.98	0.08	0	0.003	
6173	WK1_03_0.14_400_P122.3	0.66	0.1	0	0.004	
7315	WK1_04_0.14_P159.1	0.52	0.08	0	0.002	
6174	WK1_04_0.14_400_P122.4	0.76	0.12	0	0.005	
6177	WK1_07_0.14_400_P122.7	1.04	0.25	0	0.008	
7318	WK1_04_0.14_P159.2	0.58	0.17	0	0.004	
4529	WK1_02_6.0_1500_P085.1	6.62	0.33	0	0.2	
5188	WK1_02_6.0_1500_P085.2	10.87	0.33	0	0.2	
5189	WK1_02_6.0_3500_P085.3	15.12	0.33	0	0.2	
5192	WK1_02_6.0_1500_P085.4	19.37	0.33	0	0.2	
5193	WK1_02_6.0_1500_P085.5	23.62	0.33	0	0.2	
5194	WK1_02_6.0_1500_P085.6	27.87	0.33	0	0.2	
5195	WK1_02_6.0_1500_P085.7	32.12	0.33	0	0.2	
5196	WK1_02_6.0_1500_P085.8	36.37	0.33	0	0.2	
4335	WK2_26_127_TW_1x20_0500	3.15	0.08	0	0.028	
8707	WKS_VTCIS_0260	31.4	0	0	0	
8600	WKS_VTCIS_0520	62.35	0	0	0	
8708	WKS_VTCIS_0780	97.22	0	0	0	
8054	WKS_VTCIS_1040	138.21	0	0	0	
8796	WKS_VTCIS_1300	183.43	0	0	0	
8797	WKS_VTCIS_1560	232.22	0	0	0	
8709	WKS_VTCIS_0260_1LED	2.54	0	0	0	
8714	WKS_VTCIS_0520_1LED	2.68	0	0	0	
8715	WKS_VTCIS_0780_1LED	2.78	0	0	0	
8716	WKS_VTCIS_1040_1LED	2.92	0	0	0	
8798	WKS_VTCIS_1300_1LED	3.1	0	0	0	
8802	WKS_VTCIS_1560_1LED	3.24	0	0	0	
8735	WKS_VTCIS_0260_2LED	3.2	0	0	0	
8736	WKS_VTCIS_0520_2LED	3.38	0	0	0	
8737	WKS_VTCIS_0780_2LED	3.48	0	0	0	
8738	WKS_VTCIS_1040_2LED	3.66	0	0	0	
8799	WKS_VTCIS_1300_2LED	3.9	0	0	0	
8803	WKS_VTCIS_1560_2LED	4.08	0	0	0	
8739	WKS_VTCIS_0260_1RGB	3.86	0	0	0	
8740	WKS_VTCIS_0520_1RGB	4.08	0	0	0	
8741	WKS_VTCIS_0780_1RGB	4.18	0	0	0	
8742	WKS_VTCIS_1040_1RGB	4.4	0	0	0	
8800	WKS_VTCIS_1300_1RGB	4.7	0	0	0	
8804	WKS_VTCIS_1560_1RGB	4.92	0	0	0	
8743	WKS_VTCIS_0260_2RGB	5.2	0	0	0	
8744	WKS_VTCIS_0520_2RGB	5.83	0	0	0	
8745	WKS_VTCIS_0780_2RGB	5.93	0	0	0	
8746	WKS_VTCIS_1040_2RGB	6.56	0	0	0	
8801	WKS_VTCIS_1300_2RGB	7.09	0	0	0	
8805	WKS_VTCIS_1560_2RGB	7.74	0	0	0	
7662	FB_VARICISC_2.2	429.89	0	0	0.11	
