SMARAGD300,2,300,115,216,30000,1,4,80,166492
SMARAGD600,2,600,115,432,30000,2,2,80,129470
SMARAGD1200,2,1200,115,864,30000,3,1,80,72817
SMARAGD300_VS,2,300,111,216,30000,1,4,80,166492
SMARAGD600_VS,2,600,112,432,30000,2,2,80,129470
SMARAGD1200_VS,2,1200,114,864,30000,3,1,80,72817
PI3033,0,200,0,64,4020,0,1,0,7422
PI3041,0,300,0,96,3560,0,1,0,7422
PI3042,0,400,0,128,2620,0,1,0,7422
PI3039,0,600,0,192,1950,0,1,0,7422
