SMARAGD,16,2,1,100,0,260,1,1536
SMARAGDL,16,2,1,100,0,284,1,384
SMARDOUB,16,2,2,100,300,1305,1,1536
SENS_200,32,0,1,0,0,256,0,0
SENS_300,32,0,1,0,0,260,0,0
SENS_400,32,0,1,0,0,260,0,0
SENS_600,32,0,1,0,0,260,0,0
SENS_2400,18,0,1,0,0,260,1,0
